󠅮 Variation Selector-127
󠅯 Variation Selector-128
󠅰 Variation Selector-129
󠅱 Variation Selector-130
󠅲 Variation Selector-131
󠅳 Variation Selector-132
󠅴 Variation Selector-133
󠅵 Variation Selector-134
󠅶 Variation Selector-135
󠅷 Variation Selector-136
󠅸 Variation Selector-137
󠅹 Variation Selector-138
󠅺 Variation Selector-139
󠅻 Variation Selector-140
󠅼 Variation Selector-141
󠅽 Variation Selector-142
󠅾 Variation Selector-143
󠅿 Variation Selector-144
󠆀 Variation Selector-145
󠆁 Variation Selector-146
󠆂 Variation Selector-147
󠆃 Variation Selector-148
󠆄 Variation Selector-149
󠆅 Variation Selector-150
󠆆 Variation Selector-151
󠆇 Variation Selector-152
󠆈 Variation Selector-153
󠆉 Variation Selector-154
󠆊 Variation Selector-155
󠆋 Variation Selector-156
󠆌 Variation Selector-157
󠆍 Variation Selector-158
󠆎 Variation Selector-159
󠆏 Variation Selector-160
󠆐 Variation Selector-161
󠆑 Variation Selector-162
󠆒 Variation Selector-163
󠆓 Variation Selector-164
󠆔 Variation Selector-165
󠆕 Variation Selector-166
󠆖 Variation Selector-167
󠆗 Variation Selector-168
󠆘 Variation Selector-169
󠆙 Variation Selector-170
󠆚 Variation Selector-171
󠆛 Variation Selector-172
󠆜 Variation Selector-173
󠆝 Variation Selector-174
󠆞 Variation Selector-175
󠆟 Variation Selector-176
󠆠 Variation Selector-177
󠆡 Variation Selector-178
󠆢 Variation Selector-179
󠆣 Variation Selector-180
󠆤 Variation Selector-181
󠆥 Variation Selector-182
󠆦 Variation Selector-183
󠆧 Variation Selector-184
󠆨 Variation Selector-185
󠆩 Variation Selector-186
󠆪 Variation Selector-187
󠆫 Variation Selector-188
󠆬 Variation Selector-189
󠆭 Variation Selector-190
󠆮 Variation Selector-191
󠆯 Variation Selector-192
󠆰 Variation Selector-193
󠆱 Variation Selector-194
󠆲 Variation Selector-195
󠆳 Variation Selector-196
󠆴 Variation Selector-197
󠆵 Variation Selector-198
󠆶 Variation Selector-199
󠆷 Variation Selector-200
󠆸 Variation Selector-201
󠆹 Variation Selector-202
󠆺 Variation Selector-203
󠆻 Variation Selector-204
󠆼 Variation Selector-205
󠆽 Variation Selector-206
󠆾 Variation Selector-207
󠆿 Variation Selector-208
󠇀 Variation Selector-209
󠇁 Variation Selector-210
󠇂 Variation Selector-211
󠇃 Variation Selector-212
󠇄 Variation Selector-213
󠇅 Variation Selector-214
󠇆 Variation Selector-215
󠇇 Variation Selector-216
󠇈 Variation Selector-217
󠇉 Variation Selector-218
󠇊 Variation Selector-219
󠇋 Variation Selector-220
󠇌 Variation Selector-221
󠇍 Variation Selector-222
󠇎 Variation Selector-223
󠇏 Variation Selector-224
󠇐 Variation Selector-225
󠇑 Variation Selector-226
󠇒 Variation Selector-227
󠇓 Variation Selector-228
󠇔 Variation Selector-229
󠇕 Variation Selector-230
󠇖 Variation Selector-231
󠇗 Variation Selector-232
󠇘 Variation Selector-233
󠇙 Variation Selector-234
󠇚 Variation Selector-235
󠇛 Variation Selector-236
󠇜 Variation Selector-237
󠇝 Variation Selector-238
󠇞 Variation Selector-239
󠇟 Variation Selector-240
󠇠 Variation Selector-241
󠇡 Variation Selector-242
󠇢 Variation Selector-243
󠇣 Variation Selector-244
󠇤 Variation Selector-245
󠇥 Variation Selector-246
󠇦 Variation Selector-247
󠇧 Variation Selector-248
󠇨 Variation Selector-249
󠇩 Variation Selector-250
󠇪 Variation Selector-251
󠇫 Variation Selector-252
󠇬 Variation Selector-253
󠇭 Variation Selector-254
󠇮 Variation Selector-255
󠇯 Variation Selector-256
